data
10
x
y
FP
Zt
Zo
Zb
Zt_err
Zo_err
Zb_err
misfit
1080.533	2338.754	3.1	0.34	11.68	23.03	0.16	0.49	1.96	0.2121
1130.533	2338.754	2.8	0.43	10.37	20.31	0.15	0.35	1.4	0.2074
1180.533	2338.754	3.1	0.33	9.12	17.92	0.16	0.57	2.28	0.2294
1230.533	2338.754	3	2.67	9.04	15.41	0.15	0.22	0.91	0.1869
1280.533	2338.754	3.3	1.36	7.25	13.15	0.21	0.68	2.74	0.2601
1080.533	2288.754	1.8	1.3	7.97	14.65	0.32	1.23	4.92	0.3306
1130.533	2288.754	2.5	0.83	7.35	13.86	0.16	0.63	2.54	0.209
1180.533	2288.754	3.2	0.41	8.53	16.65	0.17	0.74	2.96	0.2319
1230.533	2288.754	3.6	0.33	7.51	14.69	0.14	0.49	1.96	0.193
1280.533	2288.754	3	1.76	8.39	15.03	0.18	0.39	1.56	0.207
1130.533	2238.754	2.9	0.39	7	13.6	0.14	0.41	1.65	0.1881
1180.533	2238.754	3	0.36	7.52	14.67	0.15	0.66	2.63	0.2173
1230.533	2238.754	3.2	0.44	10.83	21.21	0.19	0.76	3.07	0.2553
1180.533	2188.754	2.6	0.79	7.44	14.1	0.18	0.7	2.79	0.2201
1230.533	2188.754	3.4	0.33	10.17	20.02	0.22	0.8	3.22	0.244
1180.533	2138.754	3.1	0.42	11.84	23.25	0.19	0.49	1.96	0.2243
1230.533	2138.754	2.8	0.4	18.14	35.87	0.38	0.48	1.97	0.3773
1180.533	2088.754	3.2	0.34	13.03	25.72	0.22	0.42	1.69	0.2523
1230.533	2088.754	2.9	0.44	11.79	23.15	0.2	0.43	1.72	0.2411
1180.533	2038.754	3.2	0.45	9.16	17.86	0.26	0.86	3.46	0.3082
1230.533	2038.754	2.9	0.41	9.81	19.22	0.26	0.84	3.39	0.3065
1280.533	2038.754	3.5	0.41	11.83	23.25	0.21	0.53	2.14	0.2587
1180.533	1988.754	4	0.37	6.85	13.34	0.19	0.22	0.91	0.2322
1230.533	1988.754	3.5	0.35	11.55	22.74	0.35	0.44	1.79	0.3635
1280.533	1988.754	3.3	0.44	15.02	29.59	0.29	0.33	1.36	0.2987
1330.533	1988.754	3.3	0.36	14.29	28.21	0.26	0.63	2.53	0.2834
1230.533	1938.754	3.9	0.44	8.79	17.14	0.15	0.25	1.02	0.1875
1280.533	1938.754	3.5	0.34	10.3	20.26	0.23	0.44	1.79	0.2522
1330.533	1938.754	3.6	0.36	8.24	16.11	0.15	0.29	1.17	0.1821
1230.533	1888.754	2.5	3.48	9.46	15.45	0.15	0.49	1.95	0.2191
1280.533	1888.754	3.9	0.83	7.06	13.29	0.17	0.44	1.76	0.2252
1330.533	1888.754	2.9	1.45	7.74	14.02	0.13	0.15	0.62	0.194
1380.533	1888.754	3.4	0.38	8.85	17.33	0.11	0.22	0.89	0.1758
1230.533	1838.754	2.5	3.12	9.37	15.62	0.15	0.51	2.05	0.2057
1280.533	1838.754	4	0.99	10.56	20.13	0.13	0.33	1.35	0.1831
1330.533	1838.754	3.7	0.35	10.3	20.24	0.19	0.22	0.89	0.199
1380.533	1838.754	2.8	0.46	10.84	21.23	0.22	0.49	1.96	0.2328
1430.533	1838.754	2.9	0.44	11.4	22.35	0.3	1.01	4.07	0.3158
1230.533	1788.754	3.5	0.41	8.91	17.42	0.11	0.22	0.89	0.1624
1280.533	1788.754	3.5	0.37	9.68	18.99	0.16	0.31	1.24	0.1444
1330.533	1788.754	4	0.33	8.8	17.26	0.16	0.41	1.64	0.1635
1380.533	1788.754	3.4	0.38	8.62	16.86	0.12	0.22	0.9	0.177
1430.533	1788.754	3.4	0.34	9.35	18.36	0.19	0.81	3.24	0.2324
1280.533	1738.754	2.8	0.97	9.86	18.75	0.21	0.34	1.39	0.1702
1330.533	1738.754	4	0.39	8.39	16.4	0.16	0.19	0.79	0.1869
1380.533	1738.754	4	0.46	7.72	14.98	0.11	0.36	1.46	0.185
1430.533	1738.754	3.5	0.39	9.13	17.87	0.21	0.87	3.5	0.2488
1480.533	1738.754	3.4	0.41	10.46	20.5	0.16	0.55	2.22	0.203
1330.533	1688.754	4	0.39	8.66	16.92	0.13	0.31	1.23	0.1621
1380.533	1688.754	4	1.2	12.5	23.79	0.23	0.62	2.5	0.2614
1430.533	1688.754	3.8	0.36	11.3	22.25	0.33	1.27	5.08	0.3406
1480.533	1688.754	3.7	0.31	8.92	17.53	0.17	0.71	2.84	0.2173
1380.533	1638.754	3.6	0.44	14.19	27.94	0.27	0.63	2.54	0.2936
1430.533	1638.754	4	0.94	12.77	24.61	0.2	0.63	2.54	0.2406
1480.533	1638.754	3	1.23	8.48	15.73	0.17	0.48	1.94	0.2043
1530.533	1638.754	3.2	0.51	7.76	15.02	0.2	0.65	2.6	0.2277
1380.533	1588.754	3.3	0.37	9.45	18.52	0.17	0.6	2.39	0.2156
1430.533	1588.754	4	1.08	9.94	18.79	0.14	0.2	0.82	0.1936
1480.533	1588.754	4	0.72	7.68	14.63	0.14	0.33	1.34	0.2012
1530.533	1588.754	3.6	0.41	7.58	14.75	0.23	0.65	2.6	0.2833
1430.533	1538.754	3.9	0.77	8.03	15.28	0.15	0.25	1.01	0.1703
1480.533	1538.754	4	1.28	7.21	13.14	0.17	0.52	2.09	0.2476
1530.533	1538.754	3.7	0.42	9.81	19.2	0.13	0.6	2.39	0.2006
1580.533	1538.754	3.6	0.35	9.65	18.96	0.2	0.84	3.36	0.2416
1430.533	1488.754	3	1.43	8.55	15.66	0.14	0.23	0.93	0.1616
1480.533	1488.754	3.9	0.36	7.23	14.09	0.13	0.35	1.41	0.168
1530.533	1488.754	4	1.14	11.17	21.21	0.16	0.56	2.26	0.2034
1580.533	1488.754	3.4	0.76	8.93	17.1	0.24	0.76	3.07	0.2514
1480.533	1438.754	3.4	0.35	8.05	15.75	0.18	0.22	0.9	0.1669
1530.533	1438.754	3.8	0.87	6.79	12.71	0.14	0.33	1.33	0.2115
1580.533	1438.754	4	0.57	9.19	17.81	0.17	0.34	1.38	0.1756
1630.533	1438.754	4	0.39	7.36	14.32	0.16	0.53	2.14	0.1991
1530.533	1388.754	3.7	0.42	8.65	16.88	0.14	0.2	0.83	0.1683
1580.533	1388.754	4	0.66	8.73	16.79	0.11	0.44	1.78	0.172
1630.533	1388.754	2.3	2.61	8.34	14.08	0.17	0.56	2.24	0.2453
1680.533	1388.754	3.2	0.37	8.49	16.6	0.19	0.79	3.19	0.2263
1630.533	1338.754	3.5	0.37	8.51	16.66	0.13	0.4	1.62	0.1638
1680.533	1338.754	1.9	1.8	8.77	15.73	0.16	0.61	2.45	0.1955
1730.533	1338.754	3.1	0.41	9.25	18.09	0.2	0.66	2.65	0.2179
1332.452	2149.676	3.2	1.24	3.82	6.4	0.11	0.55	2.21	0.1967
1402.452	2149.676	3.4	0.82	3.45	6.07	0.12	0.07	0.32	0.0964
1332.452	2079.676	3.9	0.47	5.19	9.91	0.17	0.36	1.43	0.1878
1402.452	2079.676	3.5	1.57	5.6	9.62	0.17	0.27	1.09	0.1982
1402.452	2009.676	4	0.9	4.84	8.78	0.11	0.56	2.25	0.1931
1402.452	1939.676	3.6	0.32	7.08	13.84	0.13	0.25	1.03	0.2322
1472.452	1939.676	3.5	1.17	5.84	10.51	0.2	0.31	1.25	0.1829
1472.452	1869.676	2.3	1.37	4.38	7.38	0.12	0.2	0.79	0.3649
1472.452	1799.676	2	2.84	5.38	7.92	0.11	0.52	2.09	0.184
1542.452	1799.676	3.9	1.14	2.17	3.2	0.15	0.02	0.17	0.3581
1542.452	1729.676	2.6	2.21	3.2	4.19	0.04	0.44	1.77	0.1773
1612.452	1729.676	4	2.21	4.5	6.79	0.09	0.12	0.48	0.0979
1542.452	1659.676	1.4	3.22	9.94	16.66	0.23	0.15	0.64	0.2359
1612.452	1659.676	4	1.61	4.71	7.8	0.18	0.37	1.5	0.1821
1682.452	1659.676	4	2.69	8.29	13.89	0.16	0.23	0.93	0.2062
1612.452	1589.676	4	0.52	4.4	8.28	0.15	0.1	0.44	0.1555
1682.452	1589.676	4	2.17	6.78	11.4	0.2	0.33	1.35	0.2375
1612.452	1519.676	3.6	0.88	3.72	6.56	0.2	0.35	1.43	0.2763
1682.452	1519.676	3.9	1.9	6.2	10.51	0.08	0.23	0.91	0.1199
1752.452	1519.676	4	0.91	7.13	13.35	0.11	0.21	0.83	0.4257
1682.452	1449.676	4	0.89	7.89	14.89	0.13	0.13	0.55	0.2568
1752.452	1449.676	3.7	1.4	8.03	14.67	0.1	0.11	0.45	0.194
1822.452	1449.676	2.7	2.38	5.36	8.34	0.07	0.19	0.77	0.3247
1682.452	1379.676	3.5	0.36	6.5	12.63	0.13	0.29	1.17	0.2835
1752.452	1379.676	3.7	1.5	3.48	5.47	0.15	0.25	1	0.2016
1822.452	1379.676	3.6	0.82	3.82	6.83	0.08	0.09	0.36	0.3267
1892.452	1379.676	4	2	5.05	8.1	0.12	0.32	1.27	0.1285
1752.452	1309.676	4	0.84	4.57	8.31	0.17	0.03	0.22	0.1581
1822.452	1309.676	2.8	1.42	3.7	5.98	0.15	0.05	0.26	0.1053
1892.452	1309.676	3.5	1.87	4.59	7.32	0.11	0.48	1.92	0.1887
1962.452	1309.676	4	1.07	5.5	9.93	0.12	0.39	1.58	0.2856
1822.452	1239.676	3.6	1.36	3.46	5.56	0.11	0.53	2.12	0.1759
1892.452	1239.676	3.9	0.66	3.53	6.4	0.12	0.18	0.73	0.1302
1962.452	1239.676	3.8	1.03	5.3	9.57	0.12	0.1	0.41	0.1856
2032.452	1239.676	3.4	2.05	5.07	8.08	0.09	0.27	1.08	0.2437
1884.904	2230.44	2.1	0.32	12.93	25.55	0.12	0.21	0.83	0.2465
1964.904	2230.44	1.5	3.42	8.69	13.96	0.23	0.62	2.51	0.3281
2044.904	2230.44	3	3.04	11.13	19.22	0.16	0.09	0.38	0.1562
2124.904	2230.44	3	1.55	8.35	15.16	0.16	0.37	1.5	0.1311
1884.904	2150.44	2.9	0.38	17.26	34.14	0.15	0.89	3.57	0.3757
1964.904	2150.44	3	0.79	13.79	26.78	0.22	0.55	2.21	0.2512
2044.904	2150.44	3	1.76	11.46	21.17	0.21	0.84	3.38	0.2377
2124.904	2150.44	3	3.37	18.25	33.13	0.09	0.42	1.67	0.2886
2204.904	2150.44	3	4.24	12.59	20.95	0.25	0.37	1.49	0.1804
1964.904	2070.44	1.4	2.99	8.18	13.37	0.22	0.34	1.38	0.2042
2044.904	2070.44	2.8	1.57	10.97	20.37	0.13	0.43	1.74	0.1653
2124.904	2070.44	3	0.68	8.01	15.35	0.28	0.55	2.23	0.2068
2204.904	2070.44	3	0.38	14.61	28.83	0.22	0.67	2.69	0.2858
2284.904	2070.44	3	1.12	11.57	22.02	0.19	0.28	1.12	0.2449
1964.904	1990.44	3	0.95	12.85	24.76	0.19	0.54	2.16	0.2775
2044.904	1990.44	2.8	0.4	12.64	24.87	0.15	0.47	1.9	0.3109
2124.904	1990.44	3	0.75	14.44	28.13	0.16	0.28	1.11	0.2842
2204.904	1990.44	3	1.07	16.22	31.37	0.14	0.44	1.76	0.2398
2284.904	1990.44	3	1.16	10.15	19.14	0.14	0.48	1.93	0.1514
2364.904	1990.44	3	2.48	17.19	31.91	0.24	0.12	0.54	0.2946
2044.904	1910.44	1.6	2.6	7.89	13.17	0.16	0.21	0.85	0.2633
2124.904	1910.44	3	1.28	12.24	23.2	0.24	0.31	1.25	0.2523
2204.904	1910.44	3	2.02	19.02	36.01	0.13	0.79	3.17	0.3521
2284.904	1910.44	3	1.59	11.14	20.69	0.27	0.26	1.06	0.3247
2364.904	1910.44	3	2.22	13.42	24.63	0.24	0.44	1.76	0.2445
2124.904	1830.44	2.6	0.36	8.11	15.87	0.15	0.4	1.62	0.1883
2204.904	1830.44	3	1.55	12.97	24.39	0.18	0.47	1.9	0.1891
2284.904	1830.44	3	1.26	13.62	25.99	0.24	0.51	2.06	0.3678
2364.904	1830.44	3	0.91	10.28	19.65	0.1	0.4	1.62	0.1341
2204.904	1750.44	2.9	1.76	11.39	21.02	0.1	0.36	1.45	0.1447
2364.904	1750.44	3	2.11	13.65	25.18	0.17	0.51	2.05	0.1852
2284.904	1670.44	2.9	0.36	8.58	16.79	0.28	0.19	0.82	0.2403
538.078	2344.306	2	2.6	6.58	10.56	0.19	0.25	0.54	0.141
618.078	2344.306	2.2	3.82	7.14	10.45	0.08	0	0.08	0.3205
698.078	2344.306	2.2	4.38	7.98	11.59	0.18	0.71	1.44	0.2346
778.078	2344.306	4	1.11	4.45	7.8	0.23	0.25	0.56	0.1552
858.078	2344.306	3.8	0.39	2.32	4.25	0.16	0.09	0.25	0.2314
938.078	2344.306	2.8	0.35	5.69	11.02	0.11	0.27	0.55	0.2181
538.078	2264.306	2.3	3.64	11.69	19.73	0.23	0.36	0.75	0.1869
618.078	2264.306	2.7	4.2	7.23	10.26	0.12	0.27	0.55	0.109
698.078	2264.306	3	2.64	6.93	11.22	0.26	0.52	1.07	0.2111
778.078	2264.306	3.2	2.4	5.19	7.97	0.15	0.11	0.27	0.1138
858.078	2264.306	2.7	1.71	9.38	17.05	0.21	0.52	1.06	0.2286
938.078	2264.306	2.5	0.39	8.7	17	0.11	0.59	1.19	0.1998
1018.078	2264.306	2	1.5	5.04	8.57	0.09	0.25	0.5	0.0837
538.078	2184.306	2.6	2.87	6.37	9.87	0.2	0.64	1.29	0.2014
618.078	2184.306	3	2.91	6.89	10.88	0.26	0.31	0.68	0.1725
698.078	2184.306	2.9	3.48	7.74	12	0.18	0.25	0.53	0.1261
778.078	2184.306	1.6	4.03	8.63	13.23	0.15	0.43	0.87	0.2525
858.078	2184.306	2.8	3.1	6.01	8.93	0.13	0.25	0.52	0.1116
938.078	2184.306	4	0.9	4.22	7.54	0.22	0.12	0.32	0.1353
1018.078	2184.306	3.1	1.89	6.94	12	0.14	0.26	0.55	0.1153
538.078	2104.306	4	2.24	4.52	6.79	0.28	0.47	0.98	0.2082
618.078	2104.306	2	3.47	7.69	11.92	0.11	0.44	0.88	0.1664
698.078	2104.306	3.8	1.85	5.64	9.44	0.14	0.4	0.8	0.1538
778.078	2104.306	1.7	4.96	9.5	14.03	0.17	0.24	0.52	0.1229
858.078	2104.306	4	2.62	4.56	6.49	0.17	0.64	1.28	0.2443
938.078	2104.306	3	1.95	10.74	19.54	0.15	0.24	0.5	0.1812
1018.078	2104.306	1	5	8.76	12.52	0.17	0.65	1.31	0.2423
1098.078	2104.306	3.5	0.41	4.72	9.04	0.09	0.53	1.06	0.2123
538.078	2024.306	3.6	1.73	6	10.27	0.13	0.2	0.42	0.1242
618.078	2024.306	3.6	0.34	6.9	13.47	0.1	0.18	0.37	0.2195
698.078	2024.306	3.5	2.73	6.7	10.67	0.09	0.38	0.76	0.1659
778.078	2024.306	1.3	5.53	11.82	18.1	0.18	0.6	1.21	0.2067
858.078	2024.306	3.5	1.51	4.79	8.08	0.17	0.39	0.8	0.1503
938.078	2024.306	1	4.99	11.85	18.7	0.17	0.25	0.54	0.1884
1018.078	2024.306	3.5	0.83	7.36	13.88	0.32	0.12	0.4	0.1906
1098.078	2024.306	3.1	1.06	6.95	12.83	0.16	0.51	1.04	0.1784
538.078	1944.306	4	0.52	7.97	15.41	0.16	0.39	0.79	0.1667
618.078	1944.306	3	2.74	6.91	11.08	0.1	0.09	0.2	0.0692
698.078	1944.306	1.7	6.03	9.3	12.57	0.13	0.44	0.89	0.1437
778.078	1944.306	2.9	2.78	8.11	13.44	0.24	0.57	1.17	0.1838
858.078	1944.306	2.3	3.57	12.79	22.01	0.1	0.62	1.25	0.2668
938.078	1944.306	2.9	2.14	6.36	10.59	0.13	0.2	0.41	0.1626
